"sim_number","migration_rates","area","K_num","island_species"
"92","0.026","170","17","13"
"92","0.026","180","18","21"
"92","0.026","190","19","16"
"92","0.026","200","20","12"
"92","0.027","10","1","2"
"92","0.027","20","2","3"
"92","0.027","30","3","5"
"92","0.027","40","4","4"
"92","0.027","50","5","10"
"92","0.027","60","6","6"
"92","0.027","70","7","8"
"92","0.027","80","8","12"
"92","0.027","90","9","9"
"92","0.027","100","10","11"
"92","0.027","110","11","12"
"92","0.027","120","12","11"
"92","0.027","130","13","10"
"92","0.027","140","14","14"
"92","0.027","150","15","14"
"92","0.027","160","16","14"
"92","0.027","170","17","12"
"92","0.027","180","18","15"
"92","0.027","190","19","17"
"92","0.027","200","20","16"
"92","0.028","10","1","1"
"92","0.028","20","2","3"
"92","0.028","30","3","6"
"92","0.028","40","4","5"
"92","0.028","50","5","6"
"92","0.028","60","6","8"
"92","0.028","70","7","10"
"92","0.028","80","8","9"
"92","0.028","90","9","10"
"92","0.028","100","10","10"
"92","0.028","110","11","13"
"92","0.028","120","12","11"
"92","0.028","130","13","15"
"92","0.028","140","14","15"
"92","0.028","150","15","14"
"92","0.028","160","16","13"
"92","0.028","170","17","13"
"92","0.028","180","18","16"
"92","0.028","190","19","12"
"92","0.028","200","20","12"
"92","0.029","10","1","2"
"92","0.029","20","2","2"
"92","0.029","30","3","5"
"92","0.029","40","4","4"
"92","0.029","50","5","8"
"92","0.029","60","6","4"
"92","0.029","70","7","8"
"92","0.029","80","8","11"
"92","0.029","90","9","8"
"92","0.029","100","10","14"
"92","0.029","110","11","15"
"92","0.029","120","12","9"
"92","0.029","130","13","12"
"92","0.029","140","14","12"
"92","0.029","150","15","14"
"92","0.029","160","16","11"
"92","0.029","170","17","15"
"92","0.029","180","18","9"
"92","0.029","190","19","14"
"92","0.029","200","20","17"
"92","0.03","10","1","2"
"92","0.03","20","2","2"
"92","0.03","30","3","5"
"92","0.03","40","4","4"
"92","0.03","50","5","8"
"92","0.03","60","6","7"
"92","0.03","70","7","11"
"92","0.03","80","8","12"
"92","0.03","90","9","8"
"92","0.03","100","10","8"
"92","0.03","110","11","12"
"92","0.03","120","12","14"
"92","0.03","130","13","9"
"92","0.03","140","14","14"
"92","0.03","150","15","16"
"92","0.03","160","16","14"
"92","0.03","170","17","16"
"92","0.03","180","18","17"
"92","0.03","190","19","16"
"92","0.03","200","20","18"
"92","0.031","10","1","2"
"92","0.031","20","2","2"
"92","0.031","30","3","4"
"92","0.031","40","4","5"
"92","0.031","50","5","5"
"92","0.031","60","6","6"
"92","0.031","70","7","9"
"92","0.031","80","8","7"
"92","0.031","90","9","10"
"92","0.031","100","10","10"
"92","0.031","110","11","12"
"92","0.031","120","12","10"
"92","0.031","130","13","11"
"92","0.031","140","14","11"
"92","0.031","150","15","14"
"92","0.031","160","16","15"
"92","0.031","170","17","20"
"92","0.031","180","18","15"
"92","0.031","190","19","17"
"92","0.031","200","20","18"
"92","0.032","10","1","1"
"92","0.032","20","2","2"
"92","0.032","30","3","6"
"92","0.032","40","4","8"
"92","0.032","50","5","6"
"92","0.032","60","6","7"
"92","0.032","70","7","7"
"92","0.032","80","8","8"
"92","0.032","90","9","9"
"92","0.032","100","10","13"
"92","0.032","110","11","17"
"92","0.032","120","12","11"
"92","0.032","130","13","11"
"92","0.032","140","14","16"
"92","0.032","150","15","13"
"92","0.032","160","16","15"
"92","0.032","170","17","15"
"92","0.032","180","18","13"
"92","0.032","190","19","13"
"92","0.032","200","20","13"
"92","0.033","10","1","1"
"92","0.033","20","2","2"
"92","0.033","30","3","4"
"92","0.033","40","4","6"
"92","0.033","50","5","7"
"92","0.033","60","6","8"
"92","0.033","70","7","8"
"92","0.033","80","8","10"
"92","0.033","90","9","9"
"92","0.033","100","10","15"
"92","0.033","110","11","9"
"92","0.033","120","12","12"
"92","0.033","130","13","17"
"92","0.033","140","14","17"
"92","0.033","150","15","15"
"92","0.033","160","16","16"
"92","0.033","170","17","14"
"92","0.033","180","18","14"
"92","0.033","190","19","18"
"92","0.033","200","20","22"
"92","0.034","10","1","2"
"92","0.034","20","2","4"
"92","0.034","30","3","2"
"92","0.034","40","4","6"
"92","0.034","50","5","6"
"92","0.034","60","6","8"
"92","0.034","70","7","7"
"92","0.034","80","8","10"
"92","0.034","90","9","9"
"92","0.034","100","10","8"
"92","0.034","110","11","13"
"92","0.034","120","12","13"
"92","0.034","130","13","12"
"92","0.034","140","14","14"
"92","0.034","150","15","12"
"92","0.034","160","16","14"
"92","0.034","170","17","19"
"92","0.034","180","18","15"
"92","0.034","190","19","15"
"92","0.034","200","20","17"
"92","0.035","10","1","2"
"92","0.035","20","2","3"
"92","0.035","30","3","5"
"92","0.035","40","4","5"
"92","0.035","50","5","9"
"92","0.035","60","6","10"
"92","0.035","70","7","9"
"92","0.035","80","8","11"
"92","0.035","90","9","8"
"92","0.035","100","10","13"
"92","0.035","110","11","12"
"92","0.035","120","12","14"
"92","0.035","130","13","19"
"92","0.035","140","14","10"
"92","0.035","150","15","12"
"92","0.035","160","16","14"
"92","0.035","170","17","13"
"92","0.035","180","18","15"
"92","0.035","190","19","17"
"92","0.035","200","20","16"
"92","0.036","10","1","1"
"92","0.036","20","2","5"
"92","0.036","30","3","4"
"92","0.036","40","4","4"
"92","0.036","50","5","8"
"92","0.036","60","6","5"
"92","0.036","70","7","10"
"92","0.036","80","8","9"
"92","0.036","90","9","11"
"92","0.036","100","10","10"
"92","0.036","110","11","12"
"92","0.036","120","12","15"
"92","0.036","130","13","15"
"92","0.036","140","14","13"
"92","0.036","150","15","11"
"92","0.036","160","16","18"
"92","0.036","170","17","18"
"92","0.036","180","18","14"
"92","0.036","190","19","18"
"92","0.036","200","20","17"
"92","0.037","10","1","2"
"92","0.037","20","2","3"
"92","0.037","30","3","4"
"92","0.037","40","4","7"
"92","0.037","50","5","7"
"92","0.037","60","6","9"
"92","0.037","70","7","6"
"92","0.037","80","8","8"
"92","0.037","90","9","13"
"92","0.037","100","10","10"
"92","0.037","110","11","13"
"92","0.037","120","12","12"
"92","0.037","130","13","15"
"92","0.037","140","14","14"
"92","0.037","150","15","12"
"92","0.037","160","16","16"
"92","0.037","170","17","14"
"92","0.037","180","18","15"
"92","0.037","190","19","15"
"92","0.037","200","20","20"
"92","0.038","10","1","1"
"92","0.038","20","2","2"
"92","0.038","30","3","3"
"92","0.038","40","4","10"
"92","0.038","50","5","7"
"92","0.038","60","6","6"
"92","0.038","70","7","7"
"92","0.038","80","8","11"
"92","0.038","90","9","11"
"92","0.038","100","10","12"
"92","0.038","110","11","11"
"92","0.038","120","12","15"
"92","0.038","130","13","15"
"92","0.038","140","14","17"
"92","0.038","150","15","14"
"92","0.038","160","16","17"
"92","0.038","170","17","12"
"92","0.038","180","18","17"
"92","0.038","190","19","14"
"92","0.038","200","20","17"
"92","0.039","10","1","2"
"92","0.039","20","2","3"
"92","0.039","30","3","4"
"92","0.039","40","4","9"
"92","0.039","50","5","3"
"92","0.039","60","6","5"
"92","0.039","70","7","6"
"92","0.039","80","8","10"
"92","0.039","90","9","8"
"92","0.039","100","10","11"
"92","0.039","110","11","14"
"92","0.039","120","12","9"
"92","0.039","130","13","12"
"92","0.039","140","14","13"
"92","0.039","150","15","12"
"92","0.039","160","16","16"
"92","0.039","170","17","18"
"92","0.039","180","18","19"
"92","0.039","190","19","18"
"92","0.039","200","20","14"
"92","0.04","10","1","1"
"92","0.04","20","2","5"
"92","0.04","30","3","4"
"92","0.04","40","4","7"
"92","0.04","50","5","7"
"92","0.04","60","6","8"
"92","0.04","70","7","11"
"92","0.04","80","8","9"
"92","0.04","90","9","13"
"92","0.04","100","10","13"
"92","0.04","110","11","14"
"92","0.04","120","12","13"
"92","0.04","130","13","18"
"92","0.04","140","14","13"
"92","0.04","150","15","16"
"92","0.04","160","16","13"
"92","0.04","170","17","17"
"92","0.04","180","18","18"
"92","0.04","190","19","20"
"92","0.04","200","20","15"
"92","0.041","10","1","2"
"92","0.041","20","2","3"
"92","0.041","30","3","5"
"92","0.041","40","4","5"
"92","0.041","50","5","9"
"92","0.041","60","6","7"
"92","0.041","70","7","9"
"92","0.041","80","8","8"
"92","0.041","90","9","14"
"92","0.041","100","10","10"
"92","0.041","110","11","9"
"92","0.041","120","12","14"
"92","0.041","130","13","15"
"92","0.041","140","14","17"
"92","0.041","150","15","14"
"92","0.041","160","16","17"
"92","0.041","170","17","16"
"92","0.041","180","18","15"
"92","0.041","190","19","17"
"92","0.041","200","20","16"
"92","0.042","10","1","2"
"92","0.042","20","2","2"
"92","0.042","30","3","8"
"92","0.042","40","4","8"
"92","0.042","50","5","5"
"92","0.042","60","6","10"
"92","0.042","70","7","8"
"92","0.042","80","8","9"
"92","0.042","90","9","12"
"92","0.042","100","10","13"
"92","0.042","110","11","14"
"92","0.042","120","12","15"
"92","0.042","130","13","16"
"92","0.042","140","14","13"
"92","0.042","150","15","10"
"92","0.042","160","16","18"
"92","0.042","170","17","15"
"92","0.042","180","18","17"
"92","0.042","190","19","16"
"92","0.042","200","20","19"
"92","0.043","10","1","2"
"92","0.043","20","2","4"
"92","0.043","30","3","8"
"92","0.043","40","4","7"
"92","0.043","50","5","9"
"92","0.043","60","6","12"
"92","0.043","70","7","9"
"92","0.043","80","8","9"
"92","0.043","90","9","8"
"92","0.043","100","10","11"
"92","0.043","110","11","16"
"92","0.043","120","12","13"
"92","0.043","130","13","12"
"92","0.043","140","14","14"
"92","0.043","150","15","14"
"92","0.043","160","16","13"
"92","0.043","170","17","18"
"92","0.043","180","18","19"
"92","0.043","190","19","15"
"92","0.043","200","20","15"
"92","0.044","10","1","2"
"92","0.044","20","2","6"
"92","0.044","30","3","6"
"92","0.044","40","4","6"
"92","0.044","50","5","12"
"92","0.044","60","6","12"
"92","0.044","70","7","8"
"92","0.044","80","8","9"
"92","0.044","90","9","10"
"92","0.044","100","10","9"
"92","0.044","110","11","12"
"92","0.044","120","12","11"
"92","0.044","130","13","12"
"92","0.044","140","14","13"
"92","0.044","150","15","12"
"92","0.044","160","16","17"
"92","0.044","170","17","13"
"92","0.044","180","18","19"
"92","0.044","190","19","16"
"92","0.044","200","20","16"
"92","0.045","10","1","3"
"92","0.045","20","2","4"
"92","0.045","30","3","6"
"92","0.045","40","4","7"
"92","0.045","50","5","7"
"92","0.045","60","6","8"
"92","0.045","70","7","10"
"92","0.045","80","8","9"
"92","0.045","90","9","11"
"92","0.045","100","10","14"
"92","0.045","110","11","8"
"92","0.045","120","12","15"
"92","0.045","130","13","19"
"92","0.045","140","14","13"
"92","0.045","150","15","19"
"92","0.045","160","16","17"
"92","0.045","170","17","18"
"92","0.045","180","18","17"
"92","0.045","190","19","16"
"92","0.045","200","20","17"
"92","0.046","10","1","1"
"92","0.046","20","2","4"
"92","0.046","30","3","4"
"92","0.046","40","4","6"
"92","0.046","50","5","7"
"92","0.046","60","6","11"
"92","0.046","70","7","9"
"92","0.046","80","8","6"
"92","0.046","90","9","12"
"92","0.046","100","10","8"
"92","0.046","110","11","17"
"92","0.046","120","12","12"
"92","0.046","130","13","11"
"92","0.046","140","14","14"
"92","0.046","150","15","22"
"92","0.046","160","16","16"
"92","0.046","170","17","12"
"92","0.046","180","18","13"
"92","0.046","190","19","20"
"92","0.046","200","20","17"
"92","0.047","10","1","1"
"92","0.047","20","2","4"
"92","0.047","30","3","6"
"92","0.047","40","4","6"
"92","0.047","50","5","7"
"92","0.047","60","6","9"
"92","0.047","70","7","11"
"92","0.047","80","8","10"
"92","0.047","90","9","12"
"92","0.047","100","10","13"
"92","0.047","110","11","12"
"92","0.047","120","12","20"
"92","0.047","130","13","13"
"92","0.047","140","14","17"
"92","0.047","150","15","15"
"92","0.047","160","16","16"
"92","0.047","170","17","16"
"92","0.047","180","18","15"
"92","0.047","190","19","18"
"92","0.047","200","20","18"
"92","0.048","10","1","2"
"92","0.048","20","2","4"
"92","0.048","30","3","3"
"92","0.048","40","4","7"
"92","0.048","50","5","7"
"92","0.048","60","6","9"
"92","0.048","70","7","8"
"92","0.048","80","8","10"
"92","0.048","90","9","12"
"92","0.048","100","10","12"
"92","0.048","110","11","12"
"92","0.048","120","12","15"
"92","0.048","130","13","15"
"92","0.048","140","14","12"
"92","0.048","150","15","15"
"92","0.048","160","16","16"
"92","0.048","170","17","17"
"92","0.048","180","18","15"
"92","0.048","190","19","15"
"92","0.048","200","20","17"
"92","0.049","10","1","1"
"92","0.049","20","2","3"
"92","0.049","30","3","4"
"92","0.049","40","4","10"
"92","0.049","50","5","8"
"92","0.049","60","6","7"
"92","0.049","70","7","12"
"92","0.049","80","8","10"
"92","0.049","90","9","11"
"92","0.049","100","10","14"
"92","0.049","110","11","15"
"92","0.049","120","12","12"
"92","0.049","130","13","16"
"92","0.049","140","14","14"
"92","0.049","150","15","17"
"92","0.049","160","16","11"
"92","0.049","170","17","18"
"92","0.049","180","18","14"
"92","0.049","190","19","19"
"92","0.049","200","20","16"
"92","0.05","10","1","2"
"92","0.05","20","2","2"
"92","0.05","30","3","6"
"92","0.05","40","4","6"
"92","0.05","50","5","9"
"92","0.05","60","6","12"
"92","0.05","70","7","12"
"92","0.05","80","8","10"
"92","0.05","90","9","9"
"92","0.05","100","10","9"
"92","0.05","110","11","14"
"92","0.05","120","12","17"
"92","0.05","130","13","15"
"92","0.05","140","14","15"
"92","0.05","150","15","15"
"92","0.05","160","16","10"
"92","0.05","170","17","16"
"92","0.05","180","18","19"
"92","0.05","190","19","17"
"92","0.05","200","20","19"
"93","0.001","10","1","1"
"93","0.001","20","2","1"
"93","0.001","30","3","1"
"93","0.001","40","4","1"
"93","0.001","50","5","1"
"93","0.001","60","6","1"
"93","0.001","70","7","1"
"93","0.001","80","8","1"
"93","0.001","90","9","1"
"93","0.001","100","10","1"
"93","0.001","110","11","1"
"93","0.001","120","12","1"
"93","0.001","130","13","1"
"93","0.001","140","14","1"
"93","0.001","150","15","1"
"93","0.001","160","16","1"
"93","0.001","170","17","1"
"93","0.001","180","18","1"
"93","0.001","190","19","1"
"93","0.001","200","20","1"
"93","0.002","10","1","1"
"93","0.002","20","2","1"
"93","0.002","30","3","1"
"93","0.002","40","4","1"
"93","0.002","50","5","1"
"93","0.002","60","6","1"
"93","0.002","70","7","1"
"93","0.002","80","8","1"
"93","0.002","90","9","1"
"93","0.002","100","10","1"
"93","0.002","110","11","1"
"93","0.002","120","12","1"
"93","0.002","130","13","1"
"93","0.002","140","14","1"
"93","0.002","150","15","1"
"93","0.002","160","16","1"
"93","0.002","170","17","1"
"93","0.002","180","18","1"
"93","0.002","190","19","1"
"93","0.002","200","20","1"
"93","0.003","10","1","1"
"93","0.003","20","2","1"
"93","0.003","30","3","1"
"93","0.003","40","4","1"
"93","0.003","50","5","1"
"93","0.003","60","6","1"
"93","0.003","70","7","1"
"93","0.003","80","8","1"
"93","0.003","90","9","1"
"93","0.003","100","10","1"
"93","0.003","110","11","1"
"93","0.003","120","12","1"
"93","0.003","130","13","1"
"93","0.003","140","14","1"
"93","0.003","150","15","1"
"93","0.003","160","16","1"
"93","0.003","170","17","1"
"93","0.003","180","18","1"
"93","0.003","190","19","1"
"93","0.003","200","20","1"
"93","0.004","10","1","1"
"93","0.004","20","2","1"
"93","0.004","30","3","1"
"93","0.004","40","4","1"
"93","0.004","50","5","1"
"93","0.004","60","6","1"
"93","0.004","70","7","1"
"93","0.004","80","8","1"
"93","0.004","90","9","1"
"93","0.004","100","10","1"
"93","0.004","110","11","1"
"93","0.004","120","12","1"
"93","0.004","130","13","1"
"93","0.004","140","14","1"
"93","0.004","150","15","1"
"93","0.004","160","16","1"
"93","0.004","170","17","1"
"93","0.004","180","18","1"
"93","0.004","190","19","1"
"93","0.004","200","20","1"
"93","0.005","10","1","1"
"93","0.005","20","2","1"
"93","0.005","30","3","1"
"93","0.005","40","4","1"
"93","0.005","50","5","1"
"93","0.005","60","6","1"
"93","0.005","70","7","1"
"93","0.005","80","8","1"
"93","0.005","90","9","1"
"93","0.005","100","10","1"
"93","0.005","110","11","1"
"93","0.005","120","12","1"
"93","0.005","130","13","1"
"93","0.005","140","14","1"
"93","0.005","150","15","1"
"93","0.005","160","16","1"
"93","0.005","170","17","1"
"93","0.005","180","18","1"
"93","0.005","190","19","1"
"93","0.005","200","20","1"
"93","0.006","10","1","1"
"93","0.006","20","2","1"
"93","0.006","30","3","1"
"93","0.006","40","4","1"
"93","0.006","50","5","1"
"93","0.006","60","6","1"
"93","0.006","70","7","1"
"93","0.006","80","8","1"
"93","0.006","90","9","1"
"93","0.006","100","10","1"
"93","0.006","110","11","1"
"93","0.006","120","12","1"
"93","0.006","130","13","1"
"93","0.006","140","14","1"
"93","0.006","150","15","1"
"93","0.006","160","16","1"
"93","0.006","170","17","1"
"93","0.006","180","18","1"
"93","0.006","190","19","1"
"93","0.006","200","20","1"
"93","0.007","10","1","1"
"93","0.007","20","2","1"
"93","0.007","30","3","1"
"93","0.007","40","4","1"
"93","0.007","50","5","1"
"93","0.007","60","6","1"
"93","0.007","70","7","1"
"93","0.007","80","8","1"
"93","0.007","90","9","1"
"93","0.007","100","10","1"
"93","0.007","110","11","1"
"93","0.007","120","12","1"
"93","0.007","130","13","1"
"93","0.007","140","14","1"
"93","0.007","150","15","1"
"93","0.007","160","16","1"
"93","0.007","170","17","1"
"93","0.007","180","18","1"
"93","0.007","190","19","1"
"93","0.007","200","20","1"
"93","0.008","10","1","1"
"93","0.008","20","2","1"
"93","0.008","30","3","1"
"93","0.008","40","4","1"
"93","0.008","50","5","1"
"93","0.008","60","6","1"
"93","0.008","70","7","1"
"93","0.008","80","8","1"
"93","0.008","90","9","1"
"93","0.008","100","10","1"
"93","0.008","110","11","1"
"93","0.008","120","12","1"
"93","0.008","130","13","1"
